i,j,lat,lon,region,good,fair,poor,cfactor
662,416,56.125432000000004,-124.51612,Mackenzie,NA,NA,NA,NA
709,384,57.064056,-126.093632,Mackenzie,NA,NA,NA,NA
670,414,56.297448,-124.641112,Mackenzie,NA,NA,NA,NA
621,440,55.280784,-123.35396,Mackenzie,NA,NA,NA,NA
699,424,56.974724,-124.40036,Mackenzie,NA,NA,NA,NA
660,445,56.165444,-123.345424,Mackenzie,NA,NA,NA,NA
704,387,56.963692,-125.938616,Mackenzie,NA,NA,NA,NA
637,407,55.540212,-124.733192,Mackenzie,NA,NA,NA,NA
657,454,56.122508,-122.970448,Mackenzie,NA,NA,NA,NA
641,444,55.738372,-123.29268,Mackenzie,NA,NA,NA,NA
689,420,56.739524,-124.50668,Mackenzie,NA,NA,NA,NA
712,388,57.14498,-125.950128,Mackenzie,NA,NA,NA,NA
675,384,56.308716,-125.872936,Mackenzie,NA,NA,NA,NA
692,421,56.809476,-124.483048,Mackenzie,NA,NA,NA,NA
667,415,56.233736,-124.584096,Mackenzie,NA,NA,NA,NA
688,398,56.646048,-125.391424,Mackenzie,NA,NA,NA,NA
702,426,57.047708,-124.335488,Mackenzie,NA,NA,NA,NA
713,391,57.177792,-125.833992,Mackenzie,NA,NA,NA,NA
727,405,57.537196,-125.347632,Mackenzie,NA,NA,NA,NA
702,428,57.053772,-124.253664,Mackenzie,NA,NA,NA,NA
665,450,56.29066,-123.169104,Mackenzie,NA,NA,NA,NA
683,419,56.602716,-124.51328,Mackenzie,NA,NA,NA,NA
689,390,56.640876,-125.720704,Mackenzie,NA,NA,NA,NA
722,425,57.490412,-124.490392,Mackenzie,NA,NA,NA,NA
656,394,55.920708,-125.357056,Mackenzie,NA,NA,NA,NA
692,435,56.851504,-123.913392,Mackenzie,NA,NA,NA,NA
723,409,57.46152,-125.157528,Mackenzie,NA,NA,NA,NA
656,407,55.963396,-124.84084,Mackenzie,NA,NA,NA,NA
658,423,56.057648,-124.214768,Mackenzie,NA,NA,NA,NA
624,442,55.35324,-123.28988,Mackenzie,NA,NA,NA,NA
702,420,57.029208,-124.580816,Mackenzie,NA,NA,NA,NA
638,417,55.59358,-124.34484,Mackenzie,NA,NA,NA,NA
678,436,56.542024,-123.798896,Mackenzie,NA,NA,NA,NA
618,461,55.268468,-122.51668,Mackenzie,NA,NA,NA,NA
636,432,55.593276,-123.742648,Mackenzie,NA,NA,NA,NA
653,441,55.998112,-123.470768,Mackenzie,NA,NA,NA,NA
672,436,56.408132,-123.767648,Mackenzie,NA,NA,NA,NA
611,452,55.089236,-122.837984,Mackenzie,NA,NA,NA,NA
658,460,56.16034,-122.734608,Mackenzie,NA,NA,NA,NA
667,397,56.175504,-125.303832,Mackenzie,NA,NA,NA,NA
620,451,55.287804,-122.917936,Mackenzie,NA,NA,NA,NA
636,434,55.598968,-123.663696,Mackenzie,NA,NA,NA,NA
713,389,57.17074,-125.9158,Mackenzie,NA,NA,NA,NA
656,429,56.030848,-123.964776,Mackenzie,NA,NA,NA,NA
724,409,57.483776,-125.163688,Mackenzie,NA,NA,NA,NA
532,506,53.439004,-120.469656,McBride,100,55,33,1.23
506,552,52.926496,-118.679576,McBride,100,55,33,1.23
510,538,52.997468,-119.210488,McBride,100,55,33,1.23
508,520,52.924912,-119.876104,McBride,100,55,33,1.23
509,535,52.970668,-119.319952,McBride,100,55,33,1.23
556,473,53.9095,-121.800576,McBride,100,55,33,1.23
552,480,53.835368,-121.519768,McBride,100,55,33,1.23
566,489,54.168008,-121.227136,McBride,100,55,33,1.23
553,483,53.864196,-121.409496,McBride,100,55,33,1.23
553,494,53.886856,-120.99144,McBride,100,55,33,1.23
490,553,52.568308,-118.60936,McBride,100,55,33,1.23
505,534,52.879392,-119.347432,McBride,100,55,33,1.23
560,493,54.041728,-121.053376,McBride,100,55,33,1.23
504,531,52.852464,-119.456512,McBride,100,55,33,1.23
497,530,52.693808,-119.476112,McBride,100,55,33,1.23
503,538,52.840288,-119.193896,McBride,100,55,33,1.23
518,506,53.12504,-120.426976,McBride,100,55,33,1.23
510,542,53.0031,-119.061248,McBride,100,55,33,1.23
517,539,53.15608,-119.189752,McBride,100,55,33,1.23
484,552,52.432268,-118.633984,McBride,100,55,33,1.23
507,546,52.941164,-118.905312,McBride,100,55,33,1.23
497,543,52.71252,-118.994472,McBride,100,55,33,1.23
550,486,53.803312,-121.284904,McBride,100,55,33,1.23
521,512,53.20302,-120.211432,McBride,100,55,33,1.23
485,558,52.46202,-118.414864,McBride,100,55,33,1.23
501,544,52.803716,-118.966352,McBride,100,55,33,1.23
500,520,52.745388,-119.8544,McBride,100,55,33,1.23
508,535,52.948216,-119.31752,McBride,100,55,33,1.23
538,503,53.567996,-120.601424,McBride,100,55,33,1.23
560,480,54.014532,-121.549184,McBride,100,55,33,1.23
474,557,52.21368,-118.430336,McBride,100,55,33,1.23
535,512,53.51706,-120.252592,McBride,100,55,33,1.23
552,506,53.8875,-120.531744,McBride,100,55,33,1.23
539,503,53.59042,-120.604584,McBride,100,55,33,1.23
565,479,54.124324,-121.605912,McBride,100,55,33,1.23
519,502,53.140104,-120.579536,McBride,100,55,33,1.23
495,543,52.667604,-118.989976,McBride,100,55,33,1.23
497,555,52.728032,-118.549536,McBride,100,55,33,1.23
501,550,52.811628,-118.743448,McBride,100,55,33,1.23
510,518,52.96648,-119.956064,McBride,100,55,33,1.23
508,524,52.931384,-119.727208,McBride,100,55,33,1.23
524,516,53.277224,-120.070152,McBride,100,55,33,1.23
511,547,53.032336,-118.876848,McBride,100,55,33,1.23
530,496,53.375284,-120.839424,McBride,100,55,33,1.23
485,561,52.465508,-118.304256,McBride,100,55,33,1.23
562,517,54.131452,-120.142328,McBride,100,55,33,1.23
556,481,53.927112,-121.496408,McBride,100,55,33,1.23
481,552,52.364872,-118.62784,McBride,100,55,33,1.23
522,527,53.250352,-119.652,McBride,100,55,33,1.23
545,490,53.699524,-121.115912,McBride,100,55,33,1.23
348,432,49.158608,-122.48524,Metro_Vancouver,100,55,33,1.26
344,419,49.036272,-122.912208,Metro_Vancouver,100,55,33,1.26
344,425,49.051672,-122.708256,Metro_Vancouver,100,55,33,1.26
358,412,49.33056,-123.2076,Metro_Vancouver,100,55,33,1.26
351,430,49.220744,-122.564872,Metro_Vancouver,100,55,33,1.26
362,426,49.456608,-122.74436,Metro_Vancouver,100,55,33,1.26
363,411,49.43954,-123.262616,Metro_Vancouver,100,55,33,1.26
360,423,49.40422,-122.839304,Metro_Vancouver,100,55,33,1.26
354,415,49.24922,-123.088696,Metro_Vancouver,100,55,33,1.26
350,428,49.193384,-122.62928,Metro_Vancouver,100,55,33,1.26
355,402,49.236136,-123.536328,Metro_Vancouver,100,55,33,1.26
352,414,49.201876,-123.11464,Metro_Vancouver,100,55,33,1.26
351,425,49.20816,-122.735496,Metro_Vancouver,100,55,33,1.26
357,405,49.289128,-123.442528,Metro_Vancouver,100,55,33,1.26
352,419,49.215056,-122.944136,Metro_Vancouver,100,55,33,1.26
342,430,49.019488,-122.5306,Metro_Vancouver,100,55,33,1.26
351,420,49.195312,-122.906032,Metro_Vancouver,100,55,33,1.26
359,421,49.376696,-122.903808,Metro_Vancouver,100,55,33,1.26
346,419,49.080968,-122.920168,Metro_Vancouver,100,55,33,1.26
363,418,49.45824,-123.022704,Metro_Vancouver,100,55,33,1.26
354,409,49.2331,-123.2934,Metro_Vancouver,100,55,33,1.26
365,422,49.513388,-122.893528,Metro_Vancouver,100,55,33,1.26
349,433,49.183436,-122.454904,Metro_Vancouver,100,55,33,1.26
348,428,49.148664,-122.621576,Metro_Vancouver,100,55,33,1.26
360,424,49.406788,-122.80504,Metro_Vancouver,100,55,33,1.26
349,419,49.148012,-122.932136,Metro_Vancouver,100,55,33,1.26
348,423,49.135996,-122.791928,Metro_Vancouver,100,55,33,1.26
348,426,49.143628,-122.689728,Metro_Vancouver,100,55,33,1.26
361,412,49.397572,-123.22004,Metro_Vancouver,100,55,33,1.26
349,421,49.1532,-122.864,Metro_Vancouver,100,55,33,1.26
349,417,49.14278,-123.000256,Metro_Vancouver,100,55,33,1.26
354,403,49.216596,-123.49796,Metro_Vancouver,100,55,33,1.26
347,429,49.128808,-122.58367200000001,Metro_Vancouver,100,55,33,1.26
353,409,49.210768,-123.289224,Metro_Vancouver,100,55,33,1.26
345,412,49.04016,-123.15408,Metro_Vancouver,100,55,33,1.26
343,418,49.01132,-122.9422,Metro_Vancouver,100,55,33,1.26
359,423,49.381868,-122.835336,Metro_Vancouver,100,55,33,1.26
350,429,49.195888,-122.595168,Metro_Vancouver,100,55,33,1.26
357,425,49.342288,-122.758984,Metro_Vancouver,100,55,33,1.26
358,416,49.34124,-123.07084,Metro_Vancouver,100,55,33,1.26
356,426,49.322476,-122.720864,Metro_Vancouver,100,55,33,1.26
360,413,49.377924,-123.181672,Metro_Vancouver,100,55,33,1.26
362,431,49.469204,-122.572816,Metro_Vancouver,100,55,33,1.26
359,428,49.394608,-122.664088,Metro_Vancouver,100,55,33,1.26
359,411,49.3502,-123.245944,Metro_Vancouver,100,55,33,1.26
366,426,49.546028,-122.760104,Metro_Vancouver,100,55,33,1.26
363,428,49.484036,-122.679648,Metro_Vancouver,100,55,33,1.26
348,406,49.090912,-123.370424,Metro_Vancouver,100,55,33,1.26
347,412,49.084836,-123.162272,Metro_Vancouver,100,55,33,1.26
360,417,49.388572,-123.044768,Metro_Vancouver,100,55,33,1.26
432,321,50.68346,-126.72872,Nrth_Van_Is,100,55,33,1.8
441,322,50.886848,-126.747728,Nrth_Van_Is,100,55,33,1.8
432,307,50.629328,-127.21768,Nrth_Van_Is,100,55,33,1.8
392,328,49.821876,-126.253264,Nrth_Van_Is,100,55,33,1.8
449,326,51.079412,-126.655024,Nrth_Van_Is,100,55,33,1.8
414,293,50.174792,-127.590312,Nrth_Van_Is,100,55,33,1.8
451,273,50.90856,-128.530168,Nrth_Van_Is,100,55,33,1.8
406,333,50.150884,-126.160032,Nrth_Van_Is,100,55,33,1.8
399,323,49.958872,-126.46524,Nrth_Van_Is,100,55,33,1.8
429,347,50.711672,-125.80104,Nrth_Van_Is,100,55,33,1.8
461,338,51.390264,-126.301208,Nrth_Van_Is,100,55,33,1.8
435,334,50.798428,-126.291008,Nrth_Van_Is,100,55,33,1.8
414,302,50.21088,-127.279512,Nrth_Van_Is,100,55,33,1.8
448,291,50.918736,-127.879608,Nrth_Van_Is,100,55,33,1.8
393,332,49.858572,-126.121424,Nrth_Van_Is,100,55,33,1.8
423,355,50.605904,-125.488064,Nrth_Van_Is,100,55,33,1.8
436,306,50.713972,-127.27756,Nrth_Van_Is,100,55,33,1.8
424,342,50.582936,-125.94824,Nrth_Van_Is,100,55,33,1.8
405,298,49.995676,-127.361568,Nrth_Van_Is,100,55,33,1.8
439,283,50.68632,-128.099632,Nrth_Van_Is,100,55,33,1.8
408,294,50.046044,-127.517944,Nrth_Van_Is,100,55,33,1.8
460,334,51.353352,-126.437456,Nrth_Van_Is,100,55,33,1.8
450,351,51.192408,-125.776776,Nrth_Van_Is,100,55,33,1.8
422,344,50.545568,-125.867216,Nrth_Van_Is,100,55,33,1.8
427,333,50.617168,-126.279832,Nrth_Van_Is,100,55,33,1.8
410,327,50.217788,-126.390584,Nrth_Van_Is,100,55,33,1.8
422,325,50.476672,-126.529856,Nrth_Van_Is,100,55,33,1.8
445,352,51.084752,-125.713584,Nrth_Van_Is,100,55,33,1.8
450,297,50.987676,-127.682168,Nrth_Van_Is,100,55,33,1.8
403,310,49.99842,-126.936424,Nrth_Van_Is,100,55,33,1.8
444,292,50.834412,-127.818336,Nrth_Van_Is,100,55,33,1.8
464,336,51.449516,-126.390032,Nrth_Van_Is,100,55,33,1.8
459,294,51.174428,-127.846672,Nrth_Van_Is,100,55,33,1.8
423,283,50.332656,-127.99388,Nrth_Van_Is,100,55,33,1.8
447,313,50.985192,-127.100752,Nrth_Van_Is,100,55,33,1.8
436,318,50.760724,-126.857792,Nrth_Van_Is,100,55,33,1.8
430,362,50.785228,-125.279824,Nrth_Van_Is,100,55,33,1.8
434,290,50.60498,-127.822864,Nrth_Van_Is,100,55,33,1.8
450,285,50.93786,-128.103184,Nrth_Van_Is,100,55,33,1.8
413,303,50.192684,-127.238768,Nrth_Van_Is,100,55,33,1.8
426,327,50.572872,-126.483576,Nrth_Van_Is,100,55,33,1.8
458,322,51.263812,-126.850968,Nrth_Van_Is,100,55,33,1.8
396,340,49.953712,-125.862592,Nrth_Van_Is,100,55,33,1.8
402,305,49.956852,-127.102408,Nrth_Van_Is,100,55,33,1.8
434,292,50.61322,-127.753224,Nrth_Van_Is,100,55,33,1.8
443,347,51.022796,-125.87908,Nrth_Van_Is,100,55,33,1.8
407,348,50.226116,-125.645784,Nrth_Van_Is,100,55,33,1.8
436,327,50.794764,-126.542416,Nrth_Van_Is,100,55,33,1.8
461,333,51.371836,-126.478912,Nrth_Van_Is,100,55,33,1.8
399,339,50.016844,-125.913584,Nrth_Van_Is,100,55,33,1.8
388,510,50.215696,-119.918256,Okanagan,100,55,33,1.11
389,530,50.26904,-119.220064,Okanagan,100,55,33,1.11
387,546,50.245644,-118.654872,Okanagan,100,55,33,1.11
355,523,49.495436,-119.386136,Okanagan,100,55,33,1.11
350,521,49.380196,-119.443448,Okanagan,100,55,33,1.11
369,526,49.814184,-119.314368,Okanagan,100,55,33,1.11
365,519,49.713876,-119.547728,Okanagan,100,55,33,1.11
375,504,49.91392,-120.093368,Okanagan,100,55,33,1.11
336,521,49.0659,-119.411184,Okanagan,100,55,33,1.11
342,508,49.180192,-119.869976,Okanagan,100,55,33,1.11
370,519,49.826108,-119.55968,Okanagan,100,55,33,1.11
357,528,49.547644,-119.2182,Okanagan,100,55,33,1.11
344,510,49.228332,-119.806512,Okanagan,100,55,33,1.11
364,506,49.670516,-119.99508,Okanagan,100,55,33,1.11
358,514,49.548944,-119.7036,Okanagan,100,55,33,1.11
352,505,49.399596,-119.9984,Okanagan,100,55,33,1.11
348,526,49.34268,-119.267056,Okanagan,100,55,33,1.11
351,507,49.380496,-119.927088,Okanagan,100,55,33,1.11
405,541,50.643528,-118.867432,Okanagan,100,55,33,1.11
343,498,49.185684,-120.214712,Okanagan,100,55,33,1.11
353,517,49.441424,-119.588112,Okanagan,100,55,33,1.11
335,516,49.035844,-119.579528,Okanagan,100,55,33,1.11
389,510,50.238132,-119.920848,Okanagan,100,55,33,1.11
368,517,49.778112,-119.62424,Okanagan,100,55,33,1.11
393,530,50.358856,-119.22908,Okanagan,100,55,33,1.11
373,534,49.915376,-119.045192,Okanagan,100,55,33,1.11
393,525,50.351532,-119.404704,Okanagan,100,55,33,1.11
389,520,50.25414,-119.570576,Okanagan,100,55,33,1.11
343,521,49.223048,-119.427264,Okanagan,100,55,33,1.11
404,554,50.637312,-118.405672,Okanagan,100,55,33,1.11
391,547,50.336756,-118.627624,Okanagan,100,55,33,1.11
371,546,49.886204,-118.623624,Okanagan,100,55,33,1.11
381,549,50.11456,-118.538224,Okanagan,100,55,33,1.11
398,554,50.5025,-118.394552,Okanagan,100,55,33,1.11
341,522,49.179644,-119.388432,Okanagan,100,55,33,1.11
362,509,49.630628,-119.886232,Okanagan,100,55,33,1.11
387,513,50.198168,-119.810712,Okanagan,100,55,33,1.11
379,514,50.020248,-119.755632,Okanagan,100,55,33,1.11
371,529,49.863436,-119.21468,Okanagan,100,55,33,1.11
409,552,50.747276,-118.485904,Okanagan,100,55,33,1.11
377,517,49.98012,-119.646168,Okanagan,100,55,33,1.11
378,515,49.999404,-119.718296,Okanagan,100,55,33,1.11
384,541,50.17184,-118.823992,Okanagan,100,55,33,1.11
334,516,49.013396,-119.57716,Okanagan,100,55,33,1.11
402,536,50.569404,-119.037712,Okanagan,100,55,33,1.11
388,512,50.218984,-119.848256,Okanagan,100,55,33,1.11
412,555,50.81824,-118.38508,Okanagan,100,55,33,1.11
378,525,50.014772,-119.369792,Okanagan,100,55,33,1.11
384,530,50.156772,-119.208848,Okanagan,100,55,33,1.11
399,545,50.513952,-118.71388,Okanagan,100,55,33,1.11
418,405,50.650864,-123.70928,Pemberton,100,55,33,1.48
414,417,50.594916,-123.269968,Pemberton,100,55,33,1.48
404,443,50.437976,-122.316936,Pemberton,100,55,33,1.48
371,437,49.685268,-122.400696,Pemberton,100,55,33,1.48
384,433,49.966128,-122.588896,Pemberton,100,55,33,1.48
392,426,50.127188,-122.863816,Pemberton,100,55,33,1.48
422,403,50.734404,-123.797752,Pemberton,100,55,33,1.48
402,431,50.363532,-122.729488,Pemberton,100,55,33,1.48
409,423,50.499264,-123.038256,Pemberton,100,55,33,1.48
423,406,50.765304,-123.696584,Pemberton,100,55,33,1.48
403,421,50.359912,-123.083344,Pemberton,100,55,33,1.48
407,420,50.446616,-123.135064,Pemberton,100,55,33,1.48
409,421,50.493964,-123.1084,Pemberton,100,55,33,1.48
410,410,50.48636,-123.49828,Pemberton,100,55,33,1.48
402,432,50.366068,-122.694504,Pemberton,100,55,33,1.48
400,416,50.279504,-123.245392,Pemberton,100,55,33,1.48
403,430,50.38334,-122.768488,Pemberton,100,55,33,1.48
374,439,49.757232,-122.34296,Pemberton,100,55,33,1.48
405,425,50.415128,-122.951648,Pemberton,100,55,33,1.48
398,419,50.242884,-123.13232000000001,Pemberton,100,55,33,1.48
417,413,50.650972,-123.423544,Pemberton,100,55,33,1.48
417,404,50.625692,-123.73992,Pemberton,100,55,33,1.48
384,438,49.978476,-122.415392,Pemberton,100,55,33,1.48
375,444,49.791568,-122.173864,Pemberton,100,55,33,1.48
408,422,50.474276,-123.06916,Pemberton,100,55,33,1.48
416,405,50.606228,-123.700288,Pemberton,100,55,33,1.48
385,432,49.985984,-122.627488,Pemberton,100,55,33,1.48
418,413,50.673304,-123.427904,Pemberton,100,55,33,1.48
417,405,50.628544,-123.704784,Pemberton,100,55,33,1.48
385,439,50.00328,-122.384472,Pemberton,100,55,33,1.48
412,412,50.536564,-123.436888,Pemberton,100,55,33,1.48
403,425,50.370436,-122.943448,Pemberton,100,55,33,1.48
377,445,49.83868,-122.1466,Pemberton,100,55,33,1.48
423,405,50.762452,-123.731832,Pemberton,100,55,33,1.48
403,432,50.388424,-122.69848,Pemberton,100,55,33,1.48
375,447,49.79862,-122.070104,Pemberton,100,55,33,1.48
376,444,49.813944,-122.177536,Pemberton,100,55,33,1.48
394,428,50.17704,-122.802224,Pemberton,100,55,33,1.48
398,427,50.263876,-122.853208,Pemberton,100,55,33,1.48
399,418,50.262548,-123.171392,Pemberton,100,55,33,1.48
390,431,50.095256,-122.681872,Pemberton,100,55,33,1.48
404,424,50.390168,-122.982544,Pemberton,100,55,33,1.48
373,437,49.730004,-122.408256,Pemberton,100,55,33,1.48
387,436,50.04066,-122.496336,Pemberton,100,55,33,1.48
417,412,50.648208,-123.458712,Pemberton,100,55,33,1.48
392,441,50.164712,-122.341408,Pemberton,100,55,33,1.48
414,431,50.631788,-122.777648,Pemberton,100,55,33,1.48
417,406,50.631388,-123.66964,Pemberton,100,55,33,1.48
405,415,50.388468,-123.301608,Pemberton,100,55,33,1.48
399,430,50.293924,-122.752472,Pemberton,100,55,33,1.48
362,408,49.409036,-123.361152,polygon_10,NA,NA,NA,NA
363,412,49.442244,-123.22836,polygon_10,NA,NA,NA,NA
359,414,49.35826,-123.143344,polygon_10,NA,NA,NA,NA
356,410,49.280484,-123.267616,polygon_10,NA,NA,NA,NA
360,414,49.3806,-123.147456,polygon_10,NA,NA,NA,NA
356,412,49.285884,-123.199328,polygon_10,NA,NA,NA,NA
357,411,49.305528,-123.237624,polygon_10,NA,NA,NA,NA
359,409,49.344768,-123.31432,polygon_10,NA,NA,NA,NA
362,409,49.411768,-123.32692,polygon_10,NA,NA,NA,NA
358,412,49.33056,-123.2076,polygon_10,NA,NA,NA,NA
359,406,49.336548,-123.416864,polygon_10,NA,NA,NA,NA
363,413,49.444936,-123.194088,polygon_10,NA,NA,NA,NA
356,408,49.275044,-123.335896,polygon_10,NA,NA,NA,NA
360,411,49.372536,-123.250104,polygon_10,NA,NA,NA,NA
361,411,49.394872,-123.254272,polygon_10,NA,NA,NA,NA
362,407,49.406292,-123.395384,polygon_10,NA,NA,NA,NA
364,411,49.461876,-123.2668,polygon_10,NA,NA,NA,NA
356,407,49.272304,-123.370024,polygon_10,NA,NA,NA,NA
358,414,49.33592,-123.139232,polygon_10,NA,NA,NA,NA
357,407,49.294636,-123.37424,polygon_10,NA,NA,NA,NA
357,409,49.300104,-123.305944,polygon_10,NA,NA,NA,NA
357,413,49.310908,-123.169296,polygon_10,NA,NA,NA,NA
365,411,49.484212,-123.270976,polygon_10,NA,NA,NA,NA
362,413,49.4226,-123.189952,polygon_10,NA,NA,NA,NA
362,410,49.414492,-123.292688,polygon_10,NA,NA,NA,NA
358,411,49.327864,-123.241784,polygon_10,NA,NA,NA,NA
358,408,49.319708,-123.344296,polygon_10,NA,NA,NA,NA
358,410,49.325156,-123.27596,polygon_10,NA,NA,NA,NA
362,411,49.417208,-123.25844,polygon_10,NA,NA,NA,NA
357,412,49.30822,-123.203464,polygon_10,NA,NA,NA,NA
358,413,49.333244,-123.173416,polygon_10,NA,NA,NA,NA
358,407,49.316968,-123.378464,polygon_10,NA,NA,NA,NA
360,407,49.361628,-123.38692,polygon_10,NA,NA,NA,NA
360,410,49.369824,-123.284312,polygon_10,NA,NA,NA,NA
362,414,49.42528,-123.155696,polygon_10,NA,NA,NA,NA
360,413,49.377924,-123.181672,polygon_10,NA,NA,NA,NA
361,407,49.38396,-123.391152,polygon_10,NA,NA,NA,NA
360,406,49.358876,-123.421112,polygon_10,NA,NA,NA,NA
361,408,49.386704,-123.356936,polygon_10,NA,NA,NA,NA
362,412,49.419908,-123.2242,polygon_10,NA,NA,NA,NA
363,415,49.450292,-123.125544,polygon_10,NA,NA,NA,NA
363,411,49.43954,-123.262616,polygon_10,NA,NA,NA,NA
358,409,49.322436,-123.310128,polygon_10,NA,NA,NA,NA
364,415,49.472632,-123.129664,polygon_10,NA,NA,NA,NA
361,410,49.39216,-123.288496,polygon_10,NA,NA,NA,NA
357,414,49.31358,-123.13512,polygon_10,NA,NA,NA,NA
359,408,49.34204,-123.348504,polygon_10,NA,NA,NA,NA
361,409,49.389436,-123.32272,polygon_10,NA,NA,NA,NA
356,413,49.288568,-123.165176,polygon_10,NA,NA,NA,NA
359,407,49.3393,-123.382688,polygon_10,NA,NA,NA,NA
366,422,49.535736,-122.897536,polygon_4,NA,NA,NA,NA
363,420,49.463484,-122.954128,polygon_4,NA,NA,NA,NA
364,425,49.498764,-122.786552,polygon_4,NA,NA,NA,NA
361,427,49.436792,-122.706152,polygon_4,NA,NA,NA,NA
360,429,49.41948,-122.633696,polygon_4,NA,NA,NA,NA
358,430,49.377268,-122.591712,polygon_4,NA,NA,NA,NA
364,422,49.491036,-122.889528,polygon_4,NA,NA,NA,NA
361,422,49.423988,-122.877544,polygon_4,NA,NA,NA,NA
361,417,49.410916,-123.04884,polygon_4,NA,NA,NA,NA
365,421,49.510788,-122.927864,polygon_4,NA,NA,NA,NA
366,423,49.538324,-122.863184,polygon_4,NA,NA,NA,NA
363,429,49.486556,-122.645328,polygon_4,NA,NA,NA,NA
361,418,49.413552,-123.014592,polygon_4,NA,NA,NA,NA
361,419,49.416176,-122.980336,polygon_4,NA,NA,NA,NA
362,423,49.44892,-122.847248,polygon_4,NA,NA,NA,NA
364,417,49.477944,-123.061072,polygon_4,NA,NA,NA,NA
364,430,49.511424,-122.614864,polygon_4,NA,NA,NA,NA
364,418,49.480584,-123.026768,polygon_4,NA,NA,NA,NA
362,415,49.427952,-123.12144,polygon_4,NA,NA,NA,NA
363,424,49.473848,-122.81692,polygon_4,NA,NA,NA,NA
364,421,49.48844,-122.92384,polygon_4,NA,NA,NA,NA
362,427,49.459148,-122.710064,polygon_4,NA,NA,NA,NA
360,428,49.416964,-122.667976,polygon_4,NA,NA,NA,NA
363,425,49.476412,-122.782608,polygon_4,NA,NA,NA,NA
362,426,49.456608,-122.74436,polygon_4,NA,NA,NA,NA
357,429,49.352404,-122.622104,polygon_4,NA,NA,NA,NA
365,426,49.523672,-122.75616,polygon_4,NA,NA,NA,NA
362,420,49.44114,-122.950096,polygon_4,NA,NA,NA,NA
366,426,49.546028,-122.760104,polygon_4,NA,NA,NA,NA
359,427,49.39208,-122.698344,polygon_4,NA,NA,NA,NA
364,420,49.485832,-122.958152,polygon_4,NA,NA,NA,NA
363,416,49.452952,-123.091272,polygon_4,NA,NA,NA,NA
362,417,49.433256,-123.052912,polygon_4,NA,NA,NA,NA
367,424,49.563256,-122.8328,polygon_4,NA,NA,NA,NA
364,416,49.475292,-123.095368,polygon_4,NA,NA,NA,NA
362,431,49.469204,-122.572816,polygon_4,NA,NA,NA,NA
359,428,49.394608,-122.664088,polygon_4,NA,NA,NA,NA
361,431,49.446844,-122.568976,polygon_4,NA,NA,NA,NA
360,427,49.414436,-122.702248,polygon_4,NA,NA,NA,NA
366,420,49.530524,-122.966232,polygon_4,NA,NA,NA,NA
363,426,49.478964,-122.748288,polygon_4,NA,NA,NA,NA
366,419,49.527904,-123.000568,polygon_4,NA,NA,NA,NA
364,429,49.508916,-122.649208,polygon_4,NA,NA,NA,NA
362,418,49.435896,-123.018648,polygon_4,NA,NA,NA,NA
366,424,49.540904,-122.828824,polygon_4,NA,NA,NA,NA
364,423,49.493624,-122.855208,polygon_4,NA,NA,NA,NA
366,427,49.548572,-122.725736,polygon_4,NA,NA,NA,NA
361,416,49.408268,-123.083088,polygon_4,NA,NA,NA,NA
364,427,49.50386,-122.717888,polygon_4,NA,NA,NA,NA
360,430,49.421988,-122.599416,polygon_4,NA,NA,NA,NA
356,426,49.322476,-122.720864,polygon_5,NA,NA,NA,NA
352,428,49.2381,-122.636992,polygon_5,NA,NA,NA,NA
355,434,49.320076,-122.44336,polygon_5,NA,NA,NA,NA
354,423,49.270108,-122.815552,polygon_5,NA,NA,NA,NA
354,429,49.285328,-122.610536,polygon_5,NA,NA,NA,NA
357,422,49.334588,-122.861616,polygon_5,NA,NA,NA,NA
356,423,49.314812,-122.823456,polygon_5,NA,NA,NA,NA
357,423,49.337164,-122.827408,polygon_5,NA,NA,NA,NA
354,422,49.267536,-122.849704,polygon_5,NA,NA,NA,NA
354,433,49.295256,-122.473784,polygon_5,NA,NA,NA,NA
353,430,49.265464,-122.57252,polygon_5,NA,NA,NA,NA
353,424,49.25032,-122.777464,polygon_5,NA,NA,NA,NA
350,433,49.2058,-122.45868,polygon_5,NA,NA,NA,NA
352,424,49.227964,-122.77353599999999,polygon_5,NA,NA,NA,NA
355,429,49.307688,-122.614384,polygon_5,NA,NA,NA,NA
357,424,49.339732,-122.7932,polygon_5,NA,NA,NA,NA
350,432,49.203336,-122.4928,polygon_5,NA,NA,NA,NA
351,429,49.218248,-122.599,polygon_5,NA,NA,NA,NA
355,435,49.322524,-122.409144,polygon_5,NA,NA,NA,NA
352,431,49.245588,-122.534544,polygon_5,NA,NA,NA,NA
357,428,49.349892,-122.656328,polygon_5,NA,NA,NA,NA
355,424,49.295024,-122.78532,polygon_5,NA,NA,NA,NA
355,430,49.310184,-122.580192,polygon_5,NA,NA,NA,NA
355,431,49.312676,-122.545984,polygon_5,NA,NA,NA,NA
349,433,49.183436,-122.454904,polygon_5,NA,NA,NA,NA
353,429,49.262968,-122.606688,polygon_5,NA,NA,NA,NA
356,434,49.342444,-122.447136,polygon_5,NA,NA,NA,NA
352,425,49.230516,-122.7394,polygon_5,NA,NA,NA,NA
355,428,49.305176,-122.648584,polygon_5,NA,NA,NA,NA
356,429,49.330044,-122.61824,polygon_5,NA,NA,NA,NA
353,422,49.245184,-122.845744,polygon_5,NA,NA,NA,NA
